country,country_code,indicator,indicator_code,year,value
Togo,TGO,GDP,NY.GDP.MKTP.CD,2014,6393314707.85456
Togo,TGO,GDP,NY.GDP.MKTP.CD,2013,6021729629.82454
Togo,TGO,GDP,NY.GDP.MKTP.CD,2012,5413541649.14901
Togo,TGO,GDP,NY.GDP.MKTP.CD,2011,5422439152.10906
Togo,TGO,GDP,NY.GDP.MKTP.CD,2010,4746386893.22553
Togo,TGO,GDP,NY.GDP.MKTP.CD,2009,4721888275.26937
Togo,TGO,GDP,NY.GDP.MKTP.CD,2008,4578847112.70688
Togo,TGO,GDP,NY.GDP.MKTP.CD,2007,3759962853.26476
Togo,TGO,GDP,NY.GDP.MKTP.CD,2006,3320907721.74508
Togo,TGO,GDP,NY.GDP.MKTP.CD,2005,3221910408.46516
Togo,TGO,GDP,NY.GDP.MKTP.CD,2004,3191561508.69088
Togo,TGO,GDP,NY.GDP.MKTP.CD,2003,2987984050.99318
Togo,TGO,GDP,NY.GDP.MKTP.CD,2002,2410199032.43102
Togo,TGO,GDP,NY.GDP.MKTP.CD,2001,2093498674.49678
Togo,TGO,GDP,NY.GDP.MKTP.CD,2000,2106848752.27753
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2025,1383.89974929887
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2024,1266.08777721447
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2023,1182.32951436696
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2022,1071.61539220759
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2021,1076.29520076949
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2020,961.219781201934
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2019,917.718016777619
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2018,942.480774393154
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2017,872.076408845752
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2016,843.114204338675
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2015,813.894676975085
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2014,921.539748631461
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2013,885.698522723929
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2012,813.611525037432
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2011,834.14671980279
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2010,750.323421086121
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2009,770.172869777254
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2008,771.351190404751
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2007,654.083697666439
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2006,596.249203137762
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2005,595.200212014134
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2004,604.311329116751
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2003,579.728195854724
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2002,479.438373869587
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2001,426.883605884489
Togo,TGO,GDP per capita,NY.GDP.PCAP.CD,2000,440.420399069497
Togo,TGO,Population,SP.POP.TOTL,2025,8591626.0
Togo,TGO,Population,SP.POP.TOTL,2024,8406558.0
Togo,TGO,Population,SP.POP.TOTL,2023,8223850.0
Togo,TGO,Population,SP.POP.TOTL,2022,8068616.0
Togo,TGO,Population,SP.POP.TOTL,2021,7936176.0
Togo,TGO,Population,SP.POP.TOTL,2020,7788054.0
Togo,TGO,Population,SP.POP.TOTL,2019,7619925.0
Togo,TGO,Population,SP.POP.TOTL,2018,7458206.0
Togo,TGO,Population,SP.POP.TOTL,2017,7324386.0
Togo,TGO,Population,SP.POP.TOTL,2016,7200884.0
Togo,TGO,Population,SP.POP.TOTL,2015,7071502.0
Togo,TGO,Population,SP.POP.TOTL,2014,6937644.0
Togo,TGO,Population,SP.POP.TOTL,2013,6798848.0
Togo,TGO,Population,SP.POP.TOTL,2012,6653718.0
Togo,TGO,Population,SP.POP.TOTL,2011,6500582.0
Togo,TGO,Population,SP.POP.TOTL,2010,6325788.0
Togo,TGO,Population,SP.POP.TOTL,2009,6130946.0
Togo,TGO,Population,SP.POP.TOTL,2008,5936138.0
Togo,TGO,Population,SP.POP.TOTL,2007,5748443.0
Togo,TGO,Population,SP.POP.TOTL,2006,5569664.0
Togo,TGO,Population,SP.POP.TOTL,2005,5413154.0
Togo,TGO,Population,SP.POP.TOTL,2004,5281320.0
Togo,TGO,Population,SP.POP.TOTL,2003,5154112.0
Togo,TGO,Population,SP.POP.TOTL,2002,5027130.0
Togo,TGO,Population,SP.POP.TOTL,2001,4904144.0
Togo,TGO,Population,SP.POP.TOTL,2000,4783722.0
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2025,20.3258949863422
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2024,21.344334944837
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2023,20.7728226848382
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2022,21.2198485197121
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2021,20.550806619999
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2020,19.1736551821772
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2019,19.5287220037284
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2018,19.6494784155019
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2017,20.3155597844213
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2016,20.385078914717
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2015,18.9218601496344
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2014,19.3388381580273
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2013,19.1395466909651
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2012,20.975947911624
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2011,19.8649717432319
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2010,21.077801220787
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2009,21.3483480008088
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2008,20.68166838543
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2007,16.9297833739432
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2006,16.9609148487036
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2005,17.3325641240129
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2004,15.4058695261762
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2003,14.5723915809563
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2002,15.7403641419633
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2001,15.1644610248179
Togo,TGO,Agriculture value added (% GDP),NV.AGR.TOTL.ZS,2000,14.8052104263334
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2025,0.433183451279109
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2024,2.86262074089801
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2023,5.48928568141131
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2022,7.96757361617945
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2021,4.1862150652352
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2020,1.69928463299399
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2019,0.674652770077525
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2018,0.927755426457183
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2017,-0.981889868943119
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2016,1.28544847051417
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2015,2.58500390801595
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2014,0.19087507624975
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2013,1.82539475909162
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2012,2.57718174055848
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2011,3.5635147290396
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2010,1.44594517430864
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2009,3.71360592035809
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2008,8.69482814363902
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2007,0.945673271705214
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2006,2.22897779414027
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2005,6.78292893028314
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2004,0.393078681031669
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2003,-0.930000884072214
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2002,3.05981857535884
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2001,3.91959133653146
Togo,TGO,Inflation,FP.CPI.TOTL.ZG,2000,1.86260595463067
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2025,114209905278.717
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2024,83288585604.0268
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2023,80547146875.9526
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2022,73919003212.1998
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2021,79514204730.3979
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2020,70008243859.8666
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2019,68352629246.1555
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2018,67259353965.6087
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2017,60385409434.8567
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2016,56144179397.8516
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2015,49436806230.4839
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2014,54678533805.9064
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2013,62845721959.827
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2012,41271701060.954
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2011,39336668080.559
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2010,32197655566.5347
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2009,26048720005.5233
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2008,28679383241.0729
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2007,24827339138.4906
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2006,20885037596.6963
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2005,10744568381.4456
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2004,8881417906.71432
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2003,7632723555.66221
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2002,6166197847.85031
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2001,5314872854.4405
Ghana,GHA,GDP,NY.GDP.MKTP.CD,2000,4982850662.20851
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2025,3257.1588903576
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2024,2419.2518672482
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2023,2383.90410476221
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2022,2229.89122654479
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2021,2445.18662529344
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2020,2195.45481659987
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2019,2186.65822682613
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2018,2195.32166016377
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2017,2012.28662641265
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2016,1912.47991339951
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2015,1722.77282833606
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2014,1949.90832923846
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2013,2294.79584693743
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2012,1543.77524235764
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2011,1507.43573198753
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2010,1263.89251760539
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2009,1047.70430093586
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2008,1182.65761256016
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2007,1050.12461524926
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2006,906.441027564887
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2005,478.611909191028
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2004,406.132105329565
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2003,358.39927142073
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2002,297.46164468774
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2001,263.542156494853
Ghana,GHA,GDP per capita,NY.GDP.PCAP.CD,2000,253.746936203344
Ghana,GHA,Population,SP.POP.TOTL,2025,35064272.0
Ghana,GHA,Population,SP.POP.TOTL,2024,34427414.0
Ghana,GHA,Population,SP.POP.TOTL,2023,33787914.0
Ghana,GHA,Population,SP.POP.TOTL,2022,33149152.0
Ghana,GHA,Population,SP.POP.TOTL,2021,32518665.0
Ghana,GHA,Population,SP.POP.TOTL,2020,31887809.0
Ghana,GHA,Population,SP.POP.TOTL,2019,31258945.0
Ghana,GHA,Population,SP.POP.TOTL,2018,30637585.0
Ghana,GHA,Population,SP.POP.TOTL,2017,30008354.0
Ghana,GHA,Population,SP.POP.TOTL,2016,29356742.0
Ghana,GHA,Population,SP.POP.TOTL,2015,28696068.0
Ghana,GHA,Population,SP.POP.TOTL,2014,28041592.0
Ghana,GHA,Population,SP.POP.TOTL,2013,27386193.0
Ghana,GHA,Population,SP.POP.TOTL,2012,26734268.0
Ghana,GHA,Population,SP.POP.TOTL,2011,26095088.0
Ghana,GHA,Population,SP.POP.TOTL,2010,25474995.0
Ghana,GHA,Population,SP.POP.TOTL,2009,24862664.0
Ghana,GHA,Population,SP.POP.TOTL,2008,24249946.0
Ghana,GHA,Population,SP.POP.TOTL,2007,23642279.0
Ghana,GHA,Population,SP.POP.TOTL,2006,23040702.0
Ghana,GHA,Population,SP.POP.TOTL,2005,22449438.0
Ghana,GHA,Population,SP.POP.TOTL,2004,21868298.0
Ghana,GHA,Population,SP.POP.TOTL,2003,21296705.0
Ghana,GHA,Population,SP.POP.TOTL,2002,20729388.0
Ghana,GHA,Population,SP.POP.TOTL,2001,20167069.0
Ghana,GHA,Population,SP.POP.TOTL,2000,19637087.0
